nm,Band_1p,Band_1,Band_2,Band_3,Band_4,Band_4p,Band_5p,Band_5,Band_7,Pan
682,0.0,0.0,0.0,0.98972,0.0,0.0,0.0,0.0,0.0,0.03915
683,0.0,0.0,0.0,0.99998,0.0,0.0,0.0,0.0,0.0,0.02721
684,0.0,0.0,0.0,0.99968,0.0,0.0,0.0,0.0,0.0,0.01999
685,0.0,0.0,0.0,0.97325,0.0,0.0,0.0,0.0,0.0,0.01494
686,0.0,0.0,0.0,0.91412,0.0,0.0,0.0,0.0,0.0,0.01145
687,0.0,0.0,0.0,0.80932,0.0,0.0,0.0,0.0,0.0,0.00888
688,0.0,0.0,0.0,0.66334,0.0,0.0,0.0,0.0,0.0,0.0072
689,0.0,0.0,0.0,0.50773,0.0,0.0,0.0,0.0,0.0,0.0059
690,0.0,0.0,0.0,0.35971,0.0,0.0,0.0,0.0,0.0,0.00488
691,0.0,0.0,0.0,0.24415,0.0,0.0,0.0,0.0,0.0,0.00419
692,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.00359
693,0.0,0.0,0.0,0.1075,0.0,0.0,0.0,0.0,0.0,0.00321
694,0.0,0.0,0.0,0.07135,0.0,0.0,0.0,0.0,0.0,0.00301
695,0.0,0.0,0.0,0.04828,0.0,0.0,0.0,0.0,0.0,0.00266
696,0.0,0.0,0.0,0.03305,0.0,0.0,0.0,0.0,0.0,0.00245
697,0.0,0.0,0.0,0.02307,0.0,0.0,0.0,0.0,0.0,0.00237
698,0.0,0.0,0.0,0.01653,0.0,0.0,0.0,0.0,0.0,0.00226
699,0.0,0.0,0.0,0.01183,0.0,0.0,0.0,0.0,0.0,0.00203
700,0.0,0.0,0.0,0.00889,0.0,0.0,0.0,0.0,0.0,0.00194
701,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.00169
702,0.0,0.0,0.0,0.00503,0.0,0.0,0.0,0.0,0.0,0.00146
703,0.0,0.0,0.0,0.00392,0.0,0.0,0.0,0.0,0.0,0.00121
704,0.0,0.0,0.0,0.00308,0.0,0.0,0.0,0.0,0.0,0.00094
705,0.0,0.0,0.0,0.00245,0.0,0.0,0.0,0.0,0.0,0.00067
706,0.0,0.0,0.0,0.00192,0.0,0.0,0.0,0.0,0.0,0.00048
707,0.0,0.0,0.0,0.00161,0.0,0.0,0.0,0.0,0.0,0.00029
708,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.00022
709,0.0,0.0,0.0,0.00103,0.0,0.0,0.0,0.0,0.0,0.00012
710,0.0,0.0,0.0,0.00082,0.0,0.0,0.0,0.0,0.0,4e-05
711,0.0,0.0,0.0,0.00071,0.0,0.0,0.0,0.0,0.0,3e-05
712,0.0,0.0,0.0,0.00063,0.0,0.0,0.0,0.0,0.0,0.0
713,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0
714,0.0,0.0,0.0,0.00043,0.0,0.0,0.0,0.0,0.0,0.0
715,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0
716,0.0,0.0,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0
717,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.0
718,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0
720,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0
721,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0
722,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0
723,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
724,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0
726,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0
727,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0
728,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
729,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
730,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
738,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0
751,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0
752,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.0,0.0
753,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0
754,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0
755,0.0,0.0,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0
759,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.0,0.0,0.0
760,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0
761,0.0,0.0,0.0,0.0,0.00217,0.0,0.0,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0,0.00312,0.0,0.0,0.0,0.0,0.0
763,0.0,0.0,0.0,0.0,0.00493,0.0,0.0,0.0,0.0,0.0
764,0.0,0.0,0.0,0.0,0.00725,0.0,0.0,0.0,0.0,0.0
765,0.0,0.0,0.0,0.0,0.01135,0.0,0.0,0.0,0.0,0.0
766,0.0,0.0,0.0,0.0,0.01701,0.0,0.0,0.0,0.0,0.0
767,0.0,0.0,0.0,0.0,0.02492,0.0,0.0,0.0,0.0,0.0
768,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0
769,0.0,0.0,0.0,0.0,0.05093,0.0,0.0,0.0,0.0,0.0
770,0.0,0.0,0.0,0.0,0.07174,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0,0.10145,0.0,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0,0.14875,0.0,0.0,0.0,0.0,0.0
773,0.0,0.0,0.0,0.0,0.22369,0.0,0.0,0.0,0.0,0.0
774,0.0,0.0,0.0,0.0,0.34435,0.0,0.0,0.0,0.0,0.0
775,0.0,0.0,0.0,0.0,0.51863,0.0,0.0,0.0,0.0,0.0
776,0.0,0.0,0.0,0.0,0.72925,0.0,0.0,0.0,0.0,0.0
777,0.0,0.0,0.0,0.0,0.90468,0.0,0.0,0.0,0.0,0.0
778,0.0,0.0,0.0,0.0,0.98523,0.0,0.0,0.0,0.0,0.0
779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
780,0.0,0.0,0.0,0.0,0.99355,0.0,0.0,0.0,0.0,0.0
781,0.0,0.0,0.0,0.0,0.98928,0.0,0.0,0.0,0.0,0.0
782,0.0,0.0,0.0,0.0,0.98333,0.0,0.0,0.0,0.0,0.0
783,0.0,0.0,0.0,0.0,0.98836,0.0,0.0,0.0,0.0,0.0
784,0.0,0.0,0.0,0.0,0.98918,0.0,0.0,0.0,0.0,0.0
785,0.0,0.0,0.0,0.0,0.99286,0.0,0.0,0.0,0.0,0.0
786,0.0,0.0,0.0,0.0,0.99384,0.0,0.0,0.0,0.0,0.0
787,0.0,0.0,0.0,0.0,0.99177,0.0,0.0,0.0,0.0,0.0
788,0.0,0.0,0.0,0.0,0.98929,0.0,0.0,0.0,0.0,0.0
789,0.0,0.0,0.0,0.0,0.99566,0.0,0.0,0.0,0.0,0.0
790,0.0,0.0,0.0,0.0,0.99487,0.0,0.0,0.0,0.0,0.0
791,0.0,0.0,0.0,0.0,0.99191,0.0,0.0,0.0,0.0,0.0
792,0.0,0.0,0.0,0.0,0.9871,0.0,0.0,0.0,0.0,0.0
793,0.0,0.0,0.0,0.0,0.97841,0.0,0.0,0.0,0.0,0.0
794,0.0,0.0,0.0,0.0,0.97103,0.0,0.0,0.0,0.0,0.0
795,0.0,0.0,0.0,0.0,0.96383,0.0,0.0,0.0,0.0,0.0
796,0.0,0.0,0.0,0.0,0.95439,0.0,0.0,0.0,0.0,0.0
797,0.0,0.0,0.0,0.0,0.95076,0.0,0.0,0.0,0.0,0.0
798,0.0,0.0,0.0,0.0,0.9507,0.0,0.0,0.0,0.0,0.0
799,0.0,0.0,0.0,0.0,0.96036,0.0,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0,0.96334,0.0,0.0,0.0,0.0,0.0
801,0.0,0.0,0.0,0.0,0.95443,2e-05,0.0,0.0,0.0,0.0
802,0.0,0.0,0.0,0.0,0.92595,1e-05,0.0,0.0,0.0,0.0
803,0.0,0.0,0.0,0.0,0.86804,0.0,0.0,0.0,0.0,0.0
804,0.0,0.0,0.0,0.0,0.7657,2e-05,0.0,0.0,0.0,0.0
805,0.0,0.0,0.0,0.0,0.61815,4e-05,0.0,0.0,0.0,0.0
806,0.0,0.0,0.0,0.0,0.4349,2e-05,0.0,0.0,0.0,0.0
807,0.0,0.0,0.0,0.0,0.27562,4e-05,0.0,0.0,0.0,0.0
808,0.0,0.0,0.0,0.0,0.16107,2e-05,0.0,0.0,0.0,0.0
809,0.0,0.0,0.0,0.0,0.09372,5e-05,0.0,0.0,0.0,0.0
810,0.0,0.0,0.0,0.0,0.05492,4e-05,0.0,0.0,0.0,0.0
811,0.0,0.0,0.0,0.0,0.03439,5e-05,0.0,0.0,0.0,0.0
812,0.0,0.0,0.0,0.0,0.02246,4e-05,0.0,0.0,0.0,0.0
813,0.0,0.0,0.0,0.0,0.01563,6e-05,0.0,0.0,0.0,0.0
814,0.0,0.0,0.0,0.0,0.0114,6e-05,0.0,0.0,0.0,0.0
815,0.0,0.0,0.0,0.0,0.00862,7e-05,0.0,0.0,0.0,0.0
816,0.0,0.0,0.0,0.0,0.00691,9e-05,0.0,0.0,0.0,0.0
817,0.0,0.0,0.0,0.0,0.00582,9e-05,0.0,0.0,0.0,0.0
818,0.0,0.0,0.0,0.0,0.00488,0.00013,0.0,0.0,0.0,0.0
819,0.0,0.0,0.0,0.0,0.0042,0.00014,0.0,0.0,0.0,0.0
820,0.0,0.0,0.0,0.0,0.00351,0.00017,0.0,0.0,0.0,0.0
821,0.0,0.0,0.0,0.0,0.00291,0.00021,0.0,0.0,0.0,0.0
822,0.0,0.0,0.0,0.0,0.00235,0.00026,0.0,0.0,0.0,0.0
823,0.0,0.0,0.0,0.0,0.00189,0.00031,0.0,0.0,0.0,0.0
824,0.0,0.0,0.0,0.0,0.00143,0.0004,0.0,0.0,0.0,0.0
825,0.0,0.0,0.0,0.0,0.00116,0.00051,0.0,0.0,0.0,0.0
826,0.0,0.0,0.0,0.0,0.00085,0.00062,0.0,0.0,0.0,0.0
827,0.0,0.0,0.0,0.0,0.0007,0.00082,0.0,0.0,0.0,0.0
828,0.0,0.0,0.0,0.0,0.00058,0.00106,0.0,0.0,0.0,0.0
829,0.0,0.0,0.0,0.0,0.00053,0.00143,0.0,0.0,0.0,0.0
830,0.0,0.0,0.0,0.0,0.00047,0.0019,0.0,0.0,0.0,0.0
831,0.0,0.0,0.0,0.0,0.00034,0.00252,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,0.0,0.0003,0.00351,0.0,0.0,0.0,0.0
833,0.0,0.0,0.0,0.0,0.00024,0.00488,0.0,0.0,0.0,0.0
834,0.0,0.0,0.0,0.0,0.00016,0.00693,0.0,0.0,0.0,0.0
835,0.0,0.0,0.0,0.0,0.00012,0.01027,0.0,0.0,0.0,0.0
836,0.0,0.0,0.0,0.0,7e-05,0.01541,0.0,0.0,0.0,0.0
837,0.0,0.0,0.0,0.0,6e-05,0.02366,0.0,0.0,0.0,0.0
838,0.0,0.0,0.0,0.0,2e-05,0.03771,0.0,0.0,0.0,0.0
839,0.0,0.0,0.0,0.0,0.0,0.0607,0.0,0.0,0.0,0.0
840,0.0,0.0,0.0,0.0,0.0,0.09974,0.0,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0,0.0,0.16736,0.0,0.0,0.0,0.0
842,0.0,0.0,0.0,0.0,0.0,0.28099,0.0,0.0,0.0,0.0
843,0.0,0.0,0.0,0.0,0.0,0.44911,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0,0.0,0.65757,0.0,0.0,0.0,0.0
845,0.0,0.0,0.0,0.0,0.0,0.8497,0.0,0.0,0.0,0.0
846,0.0,0.0,0.0,0.0,0.0,0.96108,0.0,0.0,0.0,0.0
847,0.0,0.0,0.0,0.0,0.0,0.99613,0.0,0.0,0.0,0.0
848,0.0,0.0,0.0,0.0,0.0,0.9997,0.0,0.0,0.0,0.0
849,0.0,0.0,0.0,0.0,0.0,0.99172,0.0,0.0,0.0,0.0
850,0.0,0.0,0.0,0.0,0.0,0.98548,0.0,0.0,0.0,0.0
851,0.0,0.0,0.0,0.0,0.0,0.98814,0.0,0.0,0.0,0.0
852,0.0,0.0,0.0,0.0,0.0,0.9932,0.0,0.0,0.0,0.0
853,0.0,0.0,0.0,0.0,0.0,0.99655,0.0,0.0,0.0,0.0
854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
855,0.0,0.0,0.0,0.0,0.0,0.99721,0.0,0.0,0.0,0.0
856,0.0,0.0,0.0,0.0,0.0,0.99146,0.0,0.0,0.0,0.0
857,0.0,0.0,0.0,0.0,0.0,0.9893,0.0,0.0,0.0,0.0
858,0.0,0.0,0.0,0.0,0.0,0.98107,0.0,0.0,0.0,0.0
859,0.0,0.0,0.0,0.0,0.0,0.97739,0.0,0.0,0.0,0.0
860,0.0,0.0,0.0,0.0,0.0,0.97231,0.0,0.0,0.0,0.0
861,0.0,0.0,0.0,0.0,0.0,0.9726,0.0,0.0,0.0,0.0
862,0.0,0.0,0.0,0.0,0.0,0.97077,0.0,0.0,0.0,0.0
863,0.0,0.0,0.0,0.0,0.0,0.97435,0.0,0.0,0.0,0.0
864,0.0,0.0,0.0,0.0,0.0,0.96801,0.0,0.0,0.0,0.0
865,0.0,0.0,0.0,0.0,0.0,0.96842,0.0,0.0,0.0,0.0
866,0.0,0.0,0.0,0.0,0.0,0.96663,0.0,0.0,0.0,0.0
867,0.0,0.0,0.0,0.0,0.0,0.95686,0.0,0.0,0.0,0.0
868,0.0,0.0,0.0,0.0,0.0,0.95986,0.0,0.0,0.0,0.0
869,0.0,0.0,0.0,0.0,0.0,0.94339,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0,0.0,0.93157,0.0,0.0,0.0,0.0
871,0.0,0.0,0.0,0.0,0.0,0.92832,0.0,0.0,0.0,0.0
872,0.0,0.0,0.0,0.0,0.0,0.92322,0.0,0.0,0.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.91609,0.0,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0,0.0,0.91985,0.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0,0.0,0.91582,0.0,0.0,0.0,0.0
876,0.0,0.0,0.0,0.0,0.0,0.91916,0.0,0.0,0.0,0.0
877,0.0,0.0,0.0,0.0,0.0,0.91088,0.0,0.0,0.0,0.0
878,0.0,0.0,0.0,0.0,0.0,0.90749,0.0,0.0,0.0,0.0
879,0.0,0.0,0.0,0.0,0.0,0.81349,0.0,0.0,0.0,0.0
880,0.0,0.0,0.0,0.0,0.0,0.88573,0.0,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0,0.0,0.87418,0.0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0,0.0,0.86148,0.0,0.0,0.0,0.0
883,0.0,0.0,0.0,0.0,0.0,0.84307,0.0,0.0,0.0,0.0
884,0.0,0.0,0.0,0.0,0.0,0.81707,0.0,0.0,0.0,0.0
885,0.0,0.0,0.0,0.0,0.0,0.77645,0.0,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0,0.0,0.72258,0.0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0,0.0,0.65382,0.0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0,0.0,0.56468,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0,0.0,0.46442,0.0,0.0,0.0,0.0
890,0.0,0.0,0.0,0.0,0.0,0.36796,0.0,0.0,0.0,0.0
891,0.0,0.0,0.0,0.0,0.0,0.27361,0.0,0.0,0.0,0.0
892,0.0,0.0,0.0,0.0,0.0,0.19381,0.0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0,0.0,0.13567,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0,0.0,0.09122,0.0,0.0,0.0,0.0
895,0.0,0.0,0.0,0.0,0.0,0.06098,0.0,0.0,0.0,0.0
896,0.0,0.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.0
897,0.0,0.0,0.0,0.0,0.0,0.02872,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.0,0.0,0.01965,0.0,0.0,0.0,0.0
899,0.0,0.0,0.0,0.0,0.0,0.01412,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0,0.01008,0.0,0.0,0.0,0.0
901,0.0,0.0,0.0,0.0,0.0,0.00745,0.0,0.0,0.0,0.0
902,0.0,0.0,0.0,0.0,0.0,0.00575,0.0,0.0,0.0,0.0
903,0.0,0.0,0.0,0.0,0.0,0.00411,0.0,0.0,0.0,0.0
904,0.0,0.0,0.0,0.0,0.0,0.00326,0.0,0.0,0.0,0.0
905,0.0,0.0,0.0,0.0,0.0,0.00263,0.0,0.0,0.0,0.0
906,0.0,0.0,0.0,0.0,0.0,0.00211,0.0,0.0,0.0,0.0
907,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0
908,0.0,0.0,0.0,0.0,0.0,0.00135,0.0,0.0,0.0,0.0
909,0.0,0.0,0.0,0.0,0.0,0.00106,0.0,0.0,0.0,0.0
910,0.0,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.0,0.0
911,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0
912,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0
913,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0
914,0.0,0.0,0.0,0.0,0.0,0.00049,0.0,0.0,0.0,0.0
915,0.0,0.0,0.0,0.0,0.0,0.00051,0.0,0.0,0.0,0.0
916,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0
917,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0,0.0,0.0
918,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0
919,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.0
920,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0
921,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0
922,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0
924,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0
926,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0
928,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0
929,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0
930,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0
931,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0
932,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0
934,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0
935,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1132,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0
1133,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0
1134,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0
1135,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0
1137,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0
1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0
1141,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0
1142,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0
1143,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0
1144,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0
1145,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0
1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0
1147,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.0
1148,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0
1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
1150,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0
1152,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0
1153,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0
1154,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0
1155,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0,0.0
1156,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0,0.0
1157,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0
1158,0.0,0.0,0.0,0.0,0.0,0.0,0.00051,0.0,0.0,0.0
1159,0.0,0.0,0.0,0.0,0.0,0.0,0.00069,0.0,0.0,0.0
1160,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,0.0,0.0,0.0
1161,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.0
1162,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.0
1163,0.0,0.0,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.0
1164,0.0,0.0,0.0,0.0,0.0,0.0,0.00141,0.0,0.0,0.0
1165,0.0,0.0,0.0,0.0,0.0,0.0,0.00149,0.0,0.0,0.0
1166,0.0,0.0,0.0,0.0,0.0,0.0,0.00157,0.0,0.0,0.0
1167,0.0,0.0,0.0,0.0,0.0,0.0,0.00202,0.0,0.0,0.0
1168,0.0,0.0,0.0,0.0,0.0,0.0,0.00247,0.0,0.0,0.0
1169,0.0,0.0,0.0,0.0,0.0,0.0,0.00315,0.0,0.0,0.0
1170,0.0,0.0,0.0,0.0,0.0,0.0,0.00342,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0,0.0,0.0,0.00419,0.0,0.0,0.0
1172,0.0,0.0,0.0,0.0,0.0,0.0,0.00527,0.0,0.0,0.0
1173,0.0,0.0,0.0,0.0,0.0,0.0,0.00631,0.0,0.0,0.0
1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0
1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0
1176,0.0,0.0,0.0,0.0,0.0,0.0,0.01061,0.0,0.0,0.0
1177,0.0,0.0,0.0,0.0,0.0,0.0,0.01274,0.0,0.0,0.0
1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0
