nm,Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,Band 8,Band 9,Band 10,Band 11,Band 12,Band 13,Band 14,Band 15,Band 16,Band 17,Band 18,Band 19
770,3.217e-05,0.00044067,8.985e-05,4.312e-05,0.0,0.0,0.0,2.953e-05,1.392e-05,7.05e-06,1.903e-05,6.87e-06,0.00034462,0.00053784,0.00017585,0.00019541,0.00062659,3.121e-05,9.613e-05
780,3.942e-05,0.00082585,6.853e-05,3.332e-05,0.0,0.0,0.0,1.828e-05,1.859e-05,5.61e-06,1.908e-05,3.65e-06,0.00071047,0.00050885,7.525e-05,0.00016624,0.00218818,4.311e-05,0.00012011
790,4.938e-05,0.0010283,0.00010945,5.406e-05,0.0,0.0,0.0,2.639e-05,1.6e-05,1.212e-05,1.997e-05,5.32e-06,0.00056473,0.00070728,7.887e-05,0.00015278,0.00019012,0.00010926,0.00013732
800,5.681e-05,0.00179476,6.623e-05,4.557e-05,0.0,0.0,0.0,2.776e-05,1.718e-05,1.145e-05,1.542e-05,5.65e-06,0.00103737,0.00092215,7.42e-05,0.00015077,0.00012284,0.0001664,0.00010792
803,0.0,0.00074696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.00113458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,0.0,0.00165372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,6.693e-05,0.00193717,5.941e-05,6.625e-05,0.0,0.0,0.0,2.565e-05,2.267e-05,7.97e-06,2.709e-05,1.074e-05,0.00063522,0.00088049,8.859e-05,0.00017582,0.00036259,0.00114376,0.00030063
813,0.0,0.00283349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,0.0,0.00395436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,0.0,0.00707876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,0.00011817,0.0125305,9.476e-05,7.161e-05,0.0,0.0,0.0,4.709e-05,4.028e-05,1.412e-05,2.935e-05,1.341e-05,0.0006069,0.00086961,0.00010726,0.0002233,0.00041558,0.00359902,0.00027626
823,0.0,0.0291913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,0.0,0.0553052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.0,0.113904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,6.453e-05,0.164168,0.00011964,7.686e-05,0.0,0.0,0.0,7.703e-05,2.861e-05,1.229e-05,2.934e-05,1.247e-05,0.00085043,0.00105499,0.00014657,0.00029018,0.0004803,0.00011388,0.0001241
833,0.0,0.247134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,0.0,0.329724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,0.0,0.517874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,0.00015133,0.686537,0.00013734,0.00012579,0.0,0.0,0.0,6.458e-05,1.37e-05,1.059e-05,2.912e-05,7.2e-06,0.00197585,0.0014393,0.00018242,0.00064048,0.00070442,0.00011386,0.0002436
843,0.0,0.899397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,0.0,0.950015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108751,0.0,0.0,0.0
848,0.0,0.961036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191672,0.0,0.0,0.0
849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00337639,0.0,0.0,0.0
850,0.0002308,0.951878,0.0001573,0.00020143,0.0,0.0,0.0,0.00010349,2.584e-05,1.442e-05,3.746e-05,1.456e-05,0.00173451,0.002407,0.00037556,0.00643322,0.00099304,8.352e-05,0.00012642
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118963,0.0,0.0,0.0
852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234688,0.0,0.0,0.0
853,0.0,0.941617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439229,0.0,0.0,0.0
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800571,0.0,0.0,0.0
855,0.0,0.947638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137202,0.0,0.0,0.0
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216302,0.0,0.0,0.0
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320583,0.0,0.0,0.0
858,0.0,0.972597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440943,0.0,0.0,0.0
859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57562,0.0,0.0,0.0
860,0.00019767,0.992119,0.00022864,0.00020142,0.0,0.0,0.0,0.00014634,3.631e-05,1.868e-05,2.563e-05,9.93e-06,0.00302237,0.00269147,0.00102471,0.705557,0.00209355,5.311e-05,0.00059004
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821097,0.0,0.0,0.0
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908016,0.0,0.0,0.0
863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965926,0.00153669,0.0,0.0
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993946,0.0,0.0,0.0
865,0.0,0.982019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992554,0.00381636,0.0,0.0
867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984748,0.0,0.0,0.0
868,0.0,0.948361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971232,0.0,0.0,0.00055217
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944046,0.00716805,0.0,0.0
870,0.00016388,0.905963,0.00015156,0.00017971,0.0,0.0,0.0,8.995e-05,4.6e-05,1.998e-05,3.184e-05,5.57e-06,0.00064762,0.00498437,0.00382516,0.89756,0.0,5.429e-05,0.0
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821835,0.0,0.0,0.00138738
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725226,0.0140354,0.0,0.0
873,0.0,0.747951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624753,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507534,0.0,0.0,0.00246915
875,0.0,0.537965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374478,0.0287295,0.0,0.0
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227633,0.0,0.0,0.0
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112904,0.0,0.0,0.0032992
878,0.0,0.230191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547014,0.0638651,0.0,0.0
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295694,0.0,0.0,0.0
880,5.332e-05,0.133463,9.434e-05,7.625e-05,0.0,0.0,0.0,4.549e-05,2.61e-05,2.563e-05,1.866e-05,9.53e-06,0.0004147,0.00054015,0.00015661,0.0176688,0.0,0.00010935,0.00373277
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115852,0.141549,0.0,0.0
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080226,0.0,0.0,0.0
883,0.0,0.0674524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00570772,0.0,0.0,0.00433887
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00415471,0.299075,0.0,0.0
885,0.0,0.0508459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296429,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00202834,0.0,0.0,0.00608017
887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131317,0.536146,0.0,0.0
888,0.0,0.0368758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079151,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050656,0.0,0.0,0.0102262
890,6.351e-05,0.03086,7.705e-05,5.764e-05,0.0,0.0,0.0,1.558e-05,1.232e-05,3.339e-05,1.866e-05,5.24e-06,0.00038,0.00042983,0.0001105,0.00027149,0.781357,0.0001652,0.0
891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013995,0.0,0.0,0.0
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179884
893,0.0,0.022257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932649,0.0,0.0
895,0.0,0.0170015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313845
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978567,0.0,0.0
898,0.0,0.00998963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492473
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991874,0.0,0.0
900,5.136e-05,0.00775458,7.065e-05,2.875e-05,0.0,0.0,0.0,1.724e-05,1.676e-05,3.258e-05,1.852e-05,4.56e-06,0.00031301,0.00036288,5.376e-05,0.0002831,0.0,0.00013852,0.0
901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744332
902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119953
905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995018,0.0,0.0
907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210168
908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985953,0.0,0.0
910,6.447e-05,0.00477509,7.359e-05,3.782e-05,0.0,0.0,0.0,1.258e-05,1.774e-05,3.677e-05,2.033e-05,1.031e-05,0.00039022,0.00039864,4.003e-05,0.00018705,0.0,0.00034252,0.365959
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984673,0.0,0.0
913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557468
914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983359,0.0,0.0
916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710465
917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896885,0.0,0.0
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790124
920,3.506e-05,0.00550343,5.842e-05,4.077e-05,0.0,0.0,0.0,1.085e-05,1.476e-05,2.819e-05,2.145e-05,1.285e-05,0.00071606,0.00047091,3.214e-05,0.0001009,0.657037,0.00631466,0.0
921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00260296,0.0
922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00811997,0.834156
923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349541,0.020514,0.0
924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466882,0.0
925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968849,0.874839
926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150066,0.176443,0.0
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283054,0.0
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40788,0.908208
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696377,0.5397,0.0
930,3.443e-05,0.00352123,6.471e-05,4.974e-05,0.0,0.0,0.0,8.61e-06,1.581e-05,1.449e-05,1.099e-05,1.129e-05,0.00033865,0.00046561,2.211e-05,5.302e-05,0.0,0.671584,0.0
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795694,0.933493
932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367187,0.895987,0.0
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96191,0.0
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99259,0.963159
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197457,1.0,0.0
936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995637,0.0
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982598,0.988785
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101436,0.952544,0.0
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895022,0.0
940,3.322e-05,0.00129277,9.032e-05,5.045e-05,0.0,0.0,0.0,2.761e-05,1.754e-05,1.518e-05,2.065e-05,1.676e-05,0.00027735,0.00040574,2.203e-05,4.065e-05,0.0,0.800844,1.0
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00500915,0.677737,0.0
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538162,0.0
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39978,0.995003
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282929,0.271567,0.0
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160349,0.0
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801314,0.986899
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185772,0.034489,0.0
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141569,0.0
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00514307,0.957158
950,7.76e-05,0.00294685,8.404e-05,5.703e-05,0.0,0.0,0.0,2.724e-05,8.81e-06,6.23e-06,1.521e-05,9.83e-06,0.00028815,0.00034599,9.16e-06,7.49e-05,0.00139462,0.00181415,0.0
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866557
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710571
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523736
960,8.879e-05,0.00218502,8.735e-05,5.285e-05,0.0,0.0,0.0,2.44e-05,1.742e-05,8.51e-06,1.075e-05,9.05e-06,0.00035646,0.00033287,8.32e-06,8.299e-05,0.0012781,0.00032885,0.0
961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355433
964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22512
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135065
970,0.00013901,0.00188737,0.0001185,7.569e-05,0.0,0.0,0.0,2.697e-05,1.501e-05,7.09e-06,1.335e-05,4.68e-06,0.00018445,0.00025907,5.64e-06,0.00014834,0.00067535,8.013e-05,0.0778813
973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456242
976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289594
979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204673
980,4.795e-05,0.00200623,6.286e-05,6.464e-05,0.0,0.0,0.0,3.117e-05,1.142e-05,6.48e-06,9.59e-06,5.77e-06,0.00015066,0.00021822,9.62e-06,0.00020841,0.00058151,3.704e-05,0.0
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158911
985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129311
988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103355
990,3.384e-05,9.24e-05,4.315e-05,4.672e-05,0.0,0.0,0.0,1.477e-05,1.005e-05,6.89e-06,1.155e-05,4.77e-06,0.00015552,0.00020964,5.03e-06,0.00012508,0.00036218,2.556e-05,0.0
991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00772749
994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00555292
997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377608
1000,3.275e-05,6.444e-05,5.736e-05,4.692e-05,0.0,0.0,0.0,1.685e-05,9.66e-06,5.23e-06,7.33e-06,3.94e-06,0.00026885,0.00019027,7.17e-06,9.994e-05,0.00042391,4.039e-05,0.00259656
1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191091
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974
1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148869
1010,4.122e-05,8.825e-05,2.866e-05,3.553e-05,0.0,0.0,0.0,7.55e-06,1.636e-05,5.75e-06,7.21e-06,7.06e-06,7.608e-05,0.00013605,4.09e-06,0.00012948,0.00038146,1.903e-05,0.0
1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148732
1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00151618
1020,5.93e-05,8.12e-05,5.063e-05,6.181e-05,0.0,0.0,0.0,3.086e-05,1.435e-05,3.45e-06,8.21e-06,5.61e-06,6.706e-05,0.00012737,5.05e-06,0.00027828,0.00045003,5.15e-05,0.00181252
1030,6.126e-05,7.898e-05,4.226e-05,4.639e-05,0.0,0.0,0.0,9.48e-06,1.363e-05,9.13e-06,1.039e-05,3.99e-06,0.000275,0.0002378,4.58e-06,0.00016183,0.00051284,5.091e-05,0.00086473
1040,5.36e-05,0.00027972,3.847e-05,6.037e-05,0.0,0.0,0.0,1.157e-05,1.85e-05,1.069e-05,9.65e-06,3.25e-06,8.279e-05,0.00013674,9.39e-06,0.00030767,0.0005291,3.827e-05,0.00067917
