WL_nm,CoastalBlue,Blue,Green_i,Green_ii,Yellow,Red,RedEdge,NIR
699,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.9503,0.0000
700,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9996,0.0000
701,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,1.0000,0.0000
702,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9971,0.0000
703,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9954,0.0000
704,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9975,0.0000
705,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9943,0.0000
706,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9882,0.0000
707,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9828,0.0000
708,0.0000,0.0011,0.0000,0.0000,0.0000,0.0011,0.9796,0.0000
709,0.0000,0.0011,0.0000,0.0000,0.0000,0.0011,0.9785,0.0000
710,0.0000,0.0011,0.0000,0.0000,0.0000,0.0011,0.9796,0.0000
711,0.0000,0.0011,0.0000,0.0000,0.0000,0.0011,0.9735,0.0000
712,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9639,0.0000
713,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9642,0.0000
714,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.9385,0.0000
715,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.8877,0.0000
716,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.4784,0.0000
717,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0869,0.0000
718,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0193,0.0000
719,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0068,0.0000
720,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0036,0.0000
721,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0025,0.0000
722,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0014,0.0000
723,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0004,0.0000
724,0.0000,0.0009,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000
725,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
726,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
727,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
728,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
729,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
730,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
731,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
732,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
733,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
734,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
735,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
736,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
737,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
738,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
739,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
740,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
741,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
742,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
743,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
744,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
745,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
746,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
747,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
748,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
749,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
750,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
751,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
752,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
753,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
754,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
755,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
756,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
757,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
758,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
759,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
760,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
761,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
762,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
763,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
764,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
765,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
766,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
767,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
768,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
769,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
770,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
771,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
772,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
773,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
774,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
775,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
776,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
777,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
778,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
779,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
780,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
781,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
782,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
783,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
784,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
785,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
786,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
787,0.0000,0.0009,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000
788,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
789,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
790,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
791,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
792,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
793,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
794,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
795,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
796,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
797,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
798,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
799,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
800,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
801,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
802,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
803,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
804,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
805,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
806,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
807,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
808,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
809,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
810,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
811,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
812,0.0000,0.0009,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
813,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
814,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
815,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
816,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
817,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
818,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
819,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
820,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
821,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
822,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
823,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
824,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
825,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
826,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
827,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
828,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
829,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
830,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
831,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
832,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
833,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
834,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
835,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
836,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
837,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
838,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
839,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
840,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0009
841,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0018
842,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0053
843,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0167
844,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.0622
845,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.2638
846,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.7713
847,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,1.0000
848,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.9869
849,0.0000,0.0007,0.0000,0.0000,0.0000,0.0005,0.0000,0.9851
850,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9746
851,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9535
852,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9422
853,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9413
854,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9404
855,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9325
856,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9167
857,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.9018
858,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8940
859,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8931
860,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8913
861,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8843
862,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8755
863,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8659
864,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8598
865,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8580
866,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8589
867,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8571
868,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8510
869,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8405
870,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8317
871,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.0000,0.8256
872,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.8203
873,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.8133
874,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.8019
875,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7879
876,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7739
877,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7625
878,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7564
879,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7511
880,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7432
881,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7327
882,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7213
883,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7143
884,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.7046
885,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.6906
886,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.6819
887,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.6678
888,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.4549
889,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.1420
890,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0359
891,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0105
892,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0035
893,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0009
894,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0009
895,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
896,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
897,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
898,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
899,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
900,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
901,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
902,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
903,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
904,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
905,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
906,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
907,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
908,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
909,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
910,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
911,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
912,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
913,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
914,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
915,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
916,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
917,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
918,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
919,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
920,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
921,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
922,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
923,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
924,0.0000,0.0005,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
925,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
926,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
927,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
928,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
929,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
930,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
931,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
932,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
933,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
934,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
935,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
936,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
937,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
938,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
939,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
940,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
941,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
942,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
943,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
944,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
945,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
946,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
947,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
948,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
949,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
950,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
951,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
952,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
953,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
954,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
955,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
956,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
957,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
958,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
959,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
960,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
961,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
962,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
963,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
964,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
965,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
966,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
967,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
968,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
969,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
970,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
971,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
972,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
973,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
974,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
975,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
976,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
977,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
978,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
979,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
980,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
981,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
982,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
983,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
984,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
985,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
986,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
987,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
988,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
989,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
990,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
991,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
992,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
993,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
994,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
995,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
996,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
997,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
998,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
999,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
